gene_id,product,log2FoldChange,padj,functional_category
BHE81_RS20545,ATP-dependent endonuclease,-1.190794805076537,0.0019216249132817,DNA_Repair
BHE81_RS20610,outer membrane lipoprotein chaperone LolA,1.1488683314005457,0.0091812975863618,Membrane
BHE81_RS20615,replication-associated recombination protein RarA,1.4416818593393508,0.0027179903500423,Unknown
BHE81_RS20625,dimethylsulfoxide reductase subunit A,-4.591089284931807,5.272371057224418e-14,Energy
BHE81_RS20630,DMSO/selenate family reductase complex B subunit,-3.137121222722393,0.0021873081826167,Energy
BHE81_RS20635,dimethyl sulfoxide reductase anchor subunit family protein,-2.944093814900953,0.0021850387193798,Energy
BHE81_RS20655,formate C-acetyltransferase,-1.75370588592364,5.097452861852349e-06,Metabolism
BHE81_RS20730,YcbJ family phosphotransferase,-2.487691350452046,7.196478348391531e-05,Metabolism
BHE81_RS20735,envelope biogenesis factor ElyC,-3.3456931101841803,0.0004403388813074,Unknown
BHE81_RS20765,YcbK family protein,1.911831369441664,0.0003788870339169,Unknown
BHE81_RS20780,porin OmpK35,-3.62570144543616,3.4653003564282413e-18,Membrane
BHE81_RS20825,aliphatic sulfonates ABC transporter ATP-binding protein,3.727535038556078,5.484184869245389e-15,Transport
BHE81_RS20830,aliphatic sulfonate ABC transporter permease SsuC,3.660649642469632,1.4461126182193055e-09,Transport
BHE81_RS20835,FMNH2-dependent alkanesulfonate monooxygenase,3.8957677090882346,3.155559092365654e-11,Unknown
BHE81_RS20840,sulfonate ABC transporter substrate-binding protein,5.190979066927426,0.025891468242748,Transport
BHE81_RS20845,NADPH-dependent FMN reductase,4.141663867647974,1.61960264252983e-06,Energy
BHE81_RS20985,FtsH protease modulator YccA,2.1410762387529183,8.296580993637069e-09,Unknown
BHE81_RS21030,tartrate dehydrogenase,2.107444168668047,0.0114603038218921,Metabolism
BHE81_RS21050,HTH-type transcriptional regulator PuuR,2.017318166414766,0.0314107825576489,Transcription
BHE81_RS21060,glutamine synthetase family protein,3.336217457234794,0.000370419703749,Unknown
BHE81_RS21095,bifunctional glucose-1-phosphatase/inositol phosphatase,-1.2462022583512766,0.0038485553669287,Unknown
BHE81_RS21100,YccJ family protein,-1.4123899608197794,0.0113194235717109,Unknown
BHE81_RS21105,NAD(P)H:quinone oxidoreductase,-1.624135385867716,0.0001335641196732,Energy
BHE81_RS21110,general stress protein,4.403228133080969,3.0717089271368503e-10,Stress_Response
BHE81_RS21200,phosphate starvation-inducible protein PhoH,2.532798218824368,5.4854428508452555e-11,Unknown
BHE81_RS21290,MysB family protein,3.9113404574653936,2.6744748074643772e-05,Unknown
BHE81_RS21315,N-methyl-L-tryptophan oxidase,-1.2144252921043748,0.0132049118824117,Energy
BHE81_RS21320,biofilm formation regulator BssS,-2.196477611172051,1.807421517026671e-13,Transcription
BHE81_RS21330,DNA damage-inducible protein I,2.267800358302514,6.125191494762605e-06,Unknown
BHE81_RS21425,acyl carrier protein,1.355084422051268,0.0132049118824117,Unknown
BHE81_RS21440,cell division protein YceG,2.1461993010551983,0.0114959038726461,Unknown
BHE81_RS21490,alpha/beta hydrolase YcfP,-1.2398505496867616,0.0054130963306982,Unknown
BHE81_RS21500,glycine zipper 2TM domain-containing protein,2.684066823482326,3.645654701125064e-06,Unknown
BHE81_RS21520,L%2CD-transpeptidase LdtC,2.7212128316254227,8.312587399222491e-12,Unknown
BHE81_RS21540,lipoprotein-releasing ABC transporter permease subunit LolE,-1.3279804403344844,0.0346698837271665,Transport
BHE81_RS21570,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,-2.072797766673865,0.0132049118824117,Metabolism
BHE81_RS21575,four-carbon acid sugar kinase family protein,-1.2548811429307036,0.0228793377165945,Metabolism
BHE81_RS21595,transaldolase,-4.058308411257627,0.0137720411273329,Unknown
BHE81_RS21635,peptidase T,-3.786631875398149,6.026117147153028e-15,Unknown
BHE81_RS21640,cupin domain-containing protein,-1.132885834137893,0.0117093403013508,Unknown
BHE81_RS21645,two-component system sensor histidine kinase PhoQ,1.4691771790911368,0.0034281020828836,Metabolism
BHE81_RS21705,exonuclease,-2.448155566769567,0.0009408701477116,DNA_Repair
BHE81_RS21720,hypothetical protein,-2.7294106655748567,0.0223480272736824,Unknown
BHE81_RS21875,phage portal protein,-3.1212850318059524,0.0054220519492298,Unknown
BHE81_RS21880,S49 family peptidase,-4.937882351490032,0.0043574012605179,Unknown
BHE81_RS21885,phage major capsid protein,-2.8049571354670344,0.0354409097070723,Unknown
BHE81_RS22015,general stress protein,2.099664083180166,0.0205928576827098,Stress_Response
BHE81_RS22090,kdo(2)-lipid IV(A) palmitoleoyltransferase,2.3128935444424807,0.0489244508106021,Metabolism
BHE81_RS22095,leucine efflux protein LeuE,2.7390693371080395,0.0280521287278921,Unknown
BHE81_RS22105,hypothetical protein,3.6290144630073735,0.0005997047632373,Unknown
BHE81_RS22170,DinI family protein,4.564374755360036,0.0012673725039968,Unknown
BHE81_RS22240,D-hexose-6-phosphate mutarotase,-1.4982623992435489,3.1154875083476805e-05,Unknown
BHE81_RS22245,glyceraldehyde-3-phosphate dehydrogenase,-1.5158158696695534,0.0086140183427875,Metabolism
BHE81_RS22435,carbohydrate porin,-4.324833750909079,0.0298800716795034,Membrane
BHE81_RS22555,DNA-binding transcriptional regulator DsdC,-1.3361868965623418,0.038461221511297,Transcription
BHE81_RS22560,D-serine transporter DsdX,3.0833766156433238,0.0109251455327333,Transport
BHE81_RS22600,putative transporter,-2.314814881166261,0.0003196620999237,Transport
BHE81_RS22795,phosphate ABC transporter substrate-binding protein PstS,2.921435474785263,5.4996659539542824e-11,Transport
BHE81_RS22835,F0F1 ATP synthase subunit delta,1.7385004382359963,1.603879913011958e-06,Metabolism
BHE81_RS22840,F0F1 ATP synthase subunit B,1.6952601306494166,5.477009781529473e-05,Metabolism
BHE81_RS22845,F0F1 ATP synthase subunit C,1.9037409480619136,0.0003421614262372,Metabolism
BHE81_RS22850,F0F1 ATP synthase subunit A,1.299374264997576,0.0060585805705736,Metabolism
BHE81_RS22855,F0F1 ATP synthase subunit I,1.786272047257316,0.0081634663782817,Metabolism
BHE81_RS22930,multidrug transporter subunit MdtD,-1.5368904329856117,0.0230570949238409,Transport
BHE81_RS22935,FadR/GntR family transcriptional regulator,-1.7044485306327548,5.8269369946623175e-05,Transcription
BHE81_RS22980,thiol:disulfide interchange protein DsbA,1.4280789712435489,0.0033719930214843,Unknown
BHE81_RS23080,formate dehydrogenase cytochrome b556 subunit,-1.3033631791544689,0.0378045704856516,Metabolism
BHE81_RS23085,formate dehydrogenase subunit beta,-1.0970756556717518,0.0015283481136279,Metabolism
BHE81_RS23090,formate dehydrogenase-N subunit alpha,-1.2929759788868913,0.0001360590122113,Metabolism
BHE81_RS23125,alpha-galactosidase,-2.523790154743339,6.317969561478813e-05,Unknown
BHE81_RS23130,MFS transporter,-2.8908746576301843,0.0009870166779698,Transport
BHE81_RS23155,sugar ABC transporter ATP-binding protein,-1.5529995076957968,0.0284593396079559,Transport
BHE81_RS23200,superoxide dismutase [Mn],1.7847395646362438,0.0001406436716524,Stress_Response
BHE81_RS23210,envelope stress sensor histidine kinase CpxA,1.1106896253199638,0.0373422316015938,Stress_Response
BHE81_RS23215,envelope stress response regulator transcription factor CpxR,1.3215383886252687,0.0004109424557693,Stress_Response
BHE81_RS23220,cell-envelope stress modulator CpxP,2.053832928188572,7.878592570759196e-05,Stress_Response
BHE81_RS23235,ribonuclease E activity regulator RraA,-1.39470244688873,0.0008713157259699,DNA_Repair
BHE81_RS23250,ATP-dependent protease subunit HslV,1.4433885908045878,0.0019217690473405,Unknown
BHE81_RS23290,IS1 family transposase,-1.9951812374602271,0.0279940803124789,Unknown
BHE81_RS23310,methylenetetrahydrofolate reductase,-1.6189739521431563,0.0479709151726272,Energy
BHE81_RS23315,bifunctional L-1%2C2-propanediol dehydrogenase/glycerol dehydrogenase,-3.359294483134951,1.7176549797172552e-12,Metabolism
BHE81_RS23320,fructose-6-phosphate aldolase,-3.621276225592228,0.0154554335861979,Unknown
BHE81_RS23325,helix-turn-helix transcriptional regulator,-1.6616654990694153,0.0004204572332166,Transcription
BHE81_RS23450,ketol-acid reductoisomerase,-1.6590187184162537,0.0020796376063346,Unknown
BHE81_RS23490,ATP-dependent RNA helicase RhlB,1.2763130893260393,0.0004803107558502,Unknown
BHE81_RS23650,DNA helicase II,1.3200707368153186,0.0015943792431678,Unknown
BHE81_RS23685,Rpn family recombination-promoting nuclease/putative transposase,-1.1428854648472655,0.0030876832692601,DNA_Repair
BHE81_RS23760,DNA recombination protein RmuC,1.1979263619465987,0.0301772142121871,Unknown
BHE81_RS23765,bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase UbiE,1.2511644410414489,0.0439813471426662,Metabolism
BHE81_RS23815,acetyl-CoA C-acyltransferase FadA,2.6244048991946585,1.4052516870986746e-06,Metabolism
BHE81_RS23910,anaerobic C4-dicarboxylate transporter DcuB,-5.172781679180046,3.517459427738512e-13,Transport
BHE81_RS23915,PTS lactose/cellobiose transporter subunit IIA,-2.107962557291638,1.2988541490965308e-06,Transport
BHE81_RS23920,PTS sugar transporter subunit IIB,-1.8269114229687264,0.0006098571265617,Transport
BHE81_RS24000,two-component system sensor histidine kinase ZraS,-2.729919766431123,1.3365427461919768e-10,Metabolism
BHE81_RS24005,sigma-54-dependent response regulator transcription factor ZraR,-1.935487442659234,0.0042306267002832,Transcription
BHE81_RS24080,dipeptidase PepE,-1.5919831182883653,0.0131049556544054,Unknown
BHE81_RS24165,maltoporin,-1.3750201862635327,0.0015611664062293,Membrane
BHE81_RS24205,CsbD family protein,2.7634701463730176,8.095953540579234e-05,Unknown
BHE81_RS24415,fimbria/pilus outer membrane usher protein,-1.6043244163038846,0.049598257068671,Membrane
BHE81_RS24440,acetate--CoA ligase,2.4767430979077645,4.349620332474391e-13,Unknown
BHE81_RS24460,formate dehydrogenase H subunit alpha%2C selenocysteine-containing,-4.219171695275744,3.4653003564282413e-18,Metabolism
BHE81_RS24500,ATP-binding protein,-1.6318595360342862,0.0351569815486092,Unknown
BHE81_RS24505,DDRRRQL repeat protein YjdP,2.351194067376867,0.0291536631646893,Unknown
BHE81_RS24585,alpha-glucosidase/alpha-galactosidase,-1.4512024600916031,0.0103046523342968,Unknown
BHE81_RS24625,DsbA family protein,2.6435089643950733,0.0004971354650184,Unknown
BHE81_RS24655,PerC family transcriptional regulator,3.793955157870641,0.0005932019073985,Transcription
BHE81_RS24690,anaerobic C4-dicarboxylate transporter,-1.693261446900736,0.0069134005944892,Transport
BHE81_RS24695,aspartate ammonia-lyase,-1.3478030911580068,0.0034065397292362,Unknown
BHE81_RS24805,fumarate reductase subunit FrdD,-4.000863643584473,2.1315482658059292e-08,Energy
BHE81_RS24810,fumarate reductase subunit FrdC,-4.330618217137657,2.0633637602110004e-08,Energy
BHE81_RS24815,fumarate reductase iron-sulfur protein,-4.149052074632291,7.457033058162134e-13,Energy
BHE81_RS24820,fumarate reductase (quinol) flavoprotein subunit,-4.4125311757232994,1.3283617915524483e-25,Energy
BHE81_RS24825,elongation factor P--(R)-beta-lysine ligase,-1.4343507413782246,0.0204448378748714,Translation
BHE81_RS24830,glutamate/gamma-aminobutyrate family transporter YjeM,-2.6118971958828454,0.014075638087322,Transport
BHE81_RS24840,archaetidylserine decarboxylase,1.58518694018115,0.0001404605775473,Unknown
BHE81_RS24865,tRNA epoxyqueuosine(34) reductase QueG,-1.2864777690647664,0.0015652408632727,Energy
BHE81_RS24885,DNA mismatch repair endonuclease MutL,1.0238486956546633,0.0191526140266837,DNA_Repair
BHE81_RS24890,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,1.138777553254358,8.385173740506605e-05,Metabolism
BHE81_RS24945,isovaleryl-CoA dehydrogenase,-1.780386365253876,0.002430123839338,Metabolism
BHE81_RS24955,biofilm peroxide resistance protein BsmA,-1.8840106749926897,4.6315519539673e-05,Unknown
BHE81_RS25045,D-serine/D-alanine/glycine transporter,1.97953967260702,0.0015407892847879,Transport
BHE81_RS25090,DUF1107 domain-containing protein,2.445725224265632,2.3200124798296576e-05,Unknown
BHE81_RS25200,cytochrome b562,1.4023259121230052,0.0034281020828836,Energy
BHE81_RS25210,SFCGS family glycine-rich protein,-3.7025522458967743,0.0102876460090874,Unknown
BHE81_RS25230,amidohydrolase/deacetylase family metallohydrolase,-2.284737357671794,0.0129643005099444,Unknown
BHE81_RS25265,anaerobic ribonucleoside-triphosphate reductase-activating protein,-4.806842548351968,1.1079612374729257e-07,Energy
BHE81_RS25270,anaerobic ribonucleoside-triphosphate reductase,-4.832748366012162,1.4119498346037716e-35,Energy
BHE81_RS25295,alpha%2Calpha-phosphotrehalase,1.293200149734285,0.0077695101679312,Unknown
