Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
BHE81_RS05630,2.4859054662294278,-2.452676266590193,2.0285177319877223,-1.2090977702161085,0.22662528577663743,
BHE81_RS05635,0.3811937869325914,1.3410770922200959,3.988879500790401,0.3362039620285245,0.7367170653715305,
BHE81_RS05640,1.3904392206006448,-2.063122322286878,2.6122540373628933,-0.789786250792679,0.4296526100193463,
BHE81_RS05645,2.2215986258689258,-1.1130309123305349,1.4805445085123812,-0.751771328677504,0.4521885868962646,
BHE81_RS05650,13.461839165248591,-0.37372310336078485,0.7130408347334893,-0.5241258076060539,0.600191039627509,0.8056227060764072
BHE81_RS05655,13.82717694178853,0.4189690293023155,0.586783183280431,0.7140099465019688,0.47522102898754115,0.7230283163715961
BHE81_RS05660,15.719943085151547,0.7474304874808257,0.5774434168398517,1.2943787489538883,0.19553462738189675,0.4461506967035622
BHE81_RS05665,2.1669362921373683,1.9103057418040266,1.611734539035613,1.185248374057346,0.23591925882148068,
BHE81_RS05670,8.006872146395413,-1.2476435507391879,0.7059130879862191,-1.767418074508833,0.07715823815704538,0.24811784053702324
BHE81_RS05675,2.607188134182859,0.28712989519003573,1.4843665952537148,0.19343597202209886,0.8466175457927574,
BHE81_RS28090,0.610994884048322,2.0297449029287806,4.247954493266602,0.47781700725516546,0.6327804551953462,
BHE81_RS05680,6.751363417339182,1.174275444086268,0.8619689072361034,1.3623176360868665,0.17309766422426276,0.4196780108697199
BHE81_RS05685,10.040606529688716,0.21822881140871456,0.6661681007724108,0.32758820357156376,0.7432230423882908,0.8864657488268828
BHE81_RS05690,61.993619369628966,-1.2690470137799221,0.34300476818643466,-3.699794088839466,0.00021577446760602368,0.002514785853121033
BHE81_RS05695,9.450004748021,-1.5940635049955683,0.9870658050231351,-1.6149516039188554,0.1063211757667764,0.3060228997981032
BHE81_RS05700,8.280663874189932,-1.821277998421932,1.190914950339831,-1.5293098788475405,0.12618764176857034,0.34570497442960924
BHE81_RS05705,25.07471025685992,-2.233824173467284,0.5091113566350354,-4.387692681286299,1.1455949100581312e-05,0.0001948897147393248
BHE81_RS05710,20.556788522523185,-2.2715152166170656,0.6731828078402845,-3.3742917825019565,0.0007400587881607863,0.006985029143736818
BHE81_RS05715,6.765843601680337,0.04240750843286377,0.9212157799205551,0.04603428356005903,0.9632829245348655,0.9856272402113879
BHE81_RS05720,10.781040324780747,-0.35241251805026313,0.6645460095241296,-0.5303056718414725,0.5959000148378328,0.8030517574814593
BHE81_RS05725,30.128668617775492,-0.0014349049879408267,0.4989179507243308,-0.002876033996887918,0.9977052600410571,0.9988890584037066
BHE81_RS05730,15.917264350151797,-0.11536997183821662,0.5648266895248436,-0.20425729516300084,0.8381524399272879,0.9307791238860323
BHE81_RS05735,1.8240958277350936,-1.0835730173343994,1.5616138742716323,-0.6938802447818923,0.4877573135356432,
BHE81_RS05740,4.206250496444966,0.36450561102540435,1.0141398375253627,0.3594234222322308,0.7192783553768842,0.8752905996816086
BHE81_RS05745,9.401746101826452,0.3204369280812054,0.7376356824030376,0.4344108287133017,0.6639901356381805,0.847873602378173
